step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,4.585467096061135,1,0.0,0.36363620056938667,1,0.0,-0.6
10.0,0,0.0,0.0,7.1232562363754335,0,0.0,0.5319494479649473,0,0.0,0.0
15.0,2,0.0,0.0,8.686318717205225,2,0.0,0.6430473403136884,2,0.0,-1.2
20.0,2,0.0,0.0,9.861391646945659,2,0.0,0.7207014573241687,2,0.0,-1.2
25.0,1,0.0,0.0,10.607721309962582,1,1.0,0.7748222387694512,1,1.0,-0.6
30.0,6,6.0,0.17142857142857143,8.830834871631083,6,7.0,0.6340157795217837,6,7.0,-3.5999999999999996
35.0,7,25.0,0.625,7.596066744654692,7,26.0,0.5388251132372601,7,26.0,-4.2
40.0,11,73.0,1.6222222222222222,7.822857100304624,11,74.0,0.5017255905930781,11,74.0,-6.6
45.0,13,109.0,2.1372549019607843,7.114654081972367,13,117.0,0.4501627840676236,13,117.0,-7.8
50.0,18,179.0,3.1964285714285716,7.0143049152533345,18,179.0,0.41530800995149836,18,179.0,-10.799999999999999
55.0,21,274.0,4.566666666666666,6.835631575885584,21,274.0,0.38212874969163724,21,274.0,-12.6
60.0,22,358.0,5.507692307692308,6.409881087279942,22,369.0,0.3678683126072466,22,369.0,-13.2
65.0,28,475.0,6.597222222222222,6.795109614291901,28,475.0,0.3678129216210668,28,475.0,-16.8
70.0,25,415.0,5.928571428571429,5.691100162332389,25,534.0,0.32700731836644553,25,534.0,-15.0
75.0,25,401.0,5.276315789473684,5.940806923499018,25,543.0,0.3489359454307758,25,543.0,-15.0
80.0,30,520.0,6.5,5.786063816523292,30,587.0,0.33093165288386506,30,587.0,-18.0
85.0,29,626.0,7.728395061728395,5.445436091221064,29,711.0,0.313621464634912,29,711.0,-17.4
90.0,40,790.0,8.977272727272727,5.027329416330119,40,864.0,0.2566133945052392,40,864.0,-24.0
95.0,45,949.0,10.662921348314606,4.31134265566697,45,1024.0,0.22405251315751665,45,1024.0,-27.0
100.0,43,1119.0,12.296703296703297,4.807524669392752,43,1171.0,0.2713676868051517,43,1171.0,-25.8
105.0,46,1302.0,13.851063829787234,4.356527916923745,46,1368.0,0.22881221941296656,46,1368.0,-27.599999999999998
110.0,52,1538.0,16.537634408602152,3.95894701053641,52,1590.0,0.20496962153960455,52,1590.0,-31.2
115.0,58,1548.0,16.294736842105262,3.4629259942267936,58,1766.0,0.14719754101986413,58,1766.0,-34.8
120.0,56,1597.0,17.172043010752688,3.2171434038062894,56,1879.0,0.12746052376771083,56,1879.0,-33.6
125.0,52,1690.0,17.789473684210527,3.232709645340184,52,2094.0,0.1294473788282981,52,2094.0,-31.2
130.0,49,1803.0,19.180851063829788,3.4027275166573157,49,2240.0,0.13894838134056353,49,2240.0,-29.4
135.0,52,2022.0,21.28421052631579,3.6660979165668133,52,2404.0,0.14823413974856314,52,2404.0,-31.2
140.0,55,2210.0,23.51063829787234,3.2216514094671544,55,2574.0,0.1317432455908506,55,2574.0,-33.0
145.0,54,2375.0,25.26595744680851,3.6208609898619355,54,2695.0,0.14291344969937098,54,2695.0,-32.4
150.0,48,2519.0,27.086021505376344,3.5364936636826965,48,2889.0,0.12718993845803875,48,2889.0,-28.799999999999997
155.0,46,2710.0,31.511627906976745,3.020728817918631,46,3060.0,0.11132709720974147,46,3060.0,-27.599999999999998
160.0,49,2693.0,32.44578313253012,2.43307432096016,49,3208.0,0.06252127094101476,49,3208.0,-29.4
165.0,61,2972.0,36.69135802469136,2.1883163932269265,61,3321.0,0.006329031849540786,61,3321.0,-36.6
170.0,61,3229.0,41.935064935064936,1.9972735870015328,61,3591.0,0.011370068724143442,61,3591.0,-36.6
175.0,55,3476.0,46.972972972972975,2.4187253190884617,55,3810.0,0.02460871626532888,55,3810.0,-33.0
180.0,55,3751.0,52.09722222222222,2.6564997499612115,55,4046.0,0.020208527190442624,55,4046.0,-33.0
185.0,50,3813.0,56.91044776119403,2.0827248522096613,50,4188.0,0.013294895415708649,50,4188.0,-30.0
190.0,42,3740.0,57.53846153846154,3.0724124577971303,42,4136.0,0.04069778730662027,42,4136.0,-25.2
195.0,34,3702.0,59.70967741935484,3.888765254085894,34,4108.0,0.09124639144149037,34,4108.0,-20.4
200.0,33,3829.0,66.01724137931035,3.646486164193079,33,4249.0,0.08027452694307918,33,4249.0,-19.8
205.0,39,4014.0,70.42105263157895,3.060871454921117,39,4397.0,0.0038201226123271465,39,4397.0,-23.4
210.0,43,4223.0,82.80392156862744,2.093818323369087,43,4606.0,1.3458451072206197e-05,43,4606.0,-25.8
215.0,43,4438.0,94.42553191489361,1.1925784074997863,43,4821.0,0.0,43,4821.0,-25.8
220.0,43,4653.0,105.75,0.2876294044486918,43,5036.0,0.0,43,5036.0,-25.8
225.0,43,4868.0,113.20930232558139,0.0,43,5251.0,0.0,43,5251.0,-25.8
230.0,37,4905.0,114.06976744186046,0.42182595176273013,37,5322.0,0.012976640318946318,37,5322.0,-22.2
235.0,31,4912.0,114.23255813953489,2.2189615015408335,31,5237.0,0.05664493814060336,31,5237.0,-18.599999999999998
240.0,34,5074.0,118.0,1.7448169080006233,34,5399.0,0.003184443596061385,34,5399.0,-20.4
245.0,37,5256.0,122.23255813953489,1.7020640326442087,37,5581.0,5.025077259424304e-06,37,5581.0,-22.2
250.0,37,5441.0,126.53488372093024,1.7272753441826025,37,5766.0,0.0,37,5766.0,-22.2
255.0,37,5626.0,144.25641025641025,0.6263491520698581,37,5951.0,0.0,37,5951.0,-22.2
260.0,37,5811.0,157.05405405405406,0.0,37,6136.0,0.0,37,6136.0,-22.2
265.0,37,5996.0,162.05405405405406,0.0,37,6321.0,0.0,37,6321.0,-22.2
270.0,37,6181.0,167.05405405405406,0.0,37,6506.0,0.0,37,6506.0,-22.2
275.0,37,6366.0,172.05405405405406,0.0,37,6691.0,0.0,37,6691.0,-22.2
280.0,37,6551.0,177.05405405405406,0.0,37,6876.0,0.0,37,6876.0,-22.2
285.0,31,6462.0,174.64864864864865,0.6131989608105106,31,6848.0,0.022499161524839204,31,6848.0,-18.599999999999998
290.0,31,6617.0,178.83783783783784,1.741164460392448,31,6617.0,0.0,31,6617.0,-18.599999999999998
295.0,31,6772.0,183.02702702702703,2.098274396074769,31,6772.0,0.0,31,6772.0,-18.599999999999998
300.0,31,6927.0,187.21621621621622,2.0767941783458292,31,6927.0,0.0,31,6927.0,-18.599999999999998
305.0,25,5469.0,156.25714285714287,2.057620264646634,25,6526.0,0.021073510849495602,25,6526.0,-15.0
310.0,15,3136.0,101.16129032258064,3.271062243218665,15,5564.0,0.09509824612337227,15,5564.0,-9.0
315.0,11,1437.0,46.354838709677416,3.5218723968994343,11,5623.0,0.10219278419080643,11,5623.0,-6.6
