step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.9360731611804423,1,0.0,0.27432957352811277,1,0.0,-0.9
10.0,0,0.0,0.0,6.948666282228967,0,0.0,0.5051889744718858,0,0.0,0.0
15.0,3,0.0,0.0,8.201291038067197,3,1.0,0.6034932480198588,3,1.0,-2.7
20.0,1,0.0,0.0,10.106904826122149,1,0.0,0.7542568750832679,1,0.0,-0.9
25.0,2,1.0,0.03571428571428571,10.11119395485976,2,1.0,0.7546321275224793,2,1.0,-1.8
30.0,7,11.0,0.3142857142857143,8.561291575122587,7,11.0,0.6318437212644156,7,11.0,-6.3
35.0,8,36.0,0.9,8.301502305068064,8,36.0,0.6003795635547509,8,36.0,-7.2
40.0,11,50.0,1.0869565217391304,7.071810562628359,11,55.0,0.48182358330737757,11,55.0,-9.9
45.0,15,108.0,2.1176470588235294,6.952489996540196,15,108.0,0.44933757392292833,15,108.0,-13.5
50.0,16,132.0,2.357142857142857,6.51934042156062,16,157.0,0.4031184500019515,16,157.0,-14.4
55.0,20,216.0,3.540983606557377,6.800296227388667,20,219.0,0.39551930077013076,20,219.0,-18.0
60.0,22,256.0,3.878787878787879,6.560114658710729,22,285.0,0.39541619560421454,22,285.0,-19.8
65.0,25,350.0,4.929577464788732,6.450700171704477,25,363.0,0.3587018199324243,25,363.0,-22.5
70.0,26,386.0,5.216216216216216,6.16383908134315,26,457.0,0.34396121116427164,26,457.0,-23.400000000000002
75.0,30,489.0,6.434210526315789,5.911825952962804,30,526.0,0.341559900446469,30,526.0,-27.0
80.0,30,566.0,7.1645569620253164,5.560729700972792,30,630.0,0.31397616123292504,30,630.0,-27.0
85.0,35,717.0,8.851851851851851,5.238672451714736,35,754.0,0.29450235053296125,35,754.0,-31.5
90.0,41,588.0,6.681818181818182,4.814101891347042,41,824.0,0.2619510168286879,41,824.0,-36.9
95.0,38,433.0,4.811111111111111,4.828332762841276,38,814.0,0.26538660727834557,38,814.0,-34.2
100.0,32,345.0,3.7096774193548385,4.705627876124186,32,927.0,0.27047372263667163,32,927.0,-28.8
105.0,34,402.0,4.231578947368421,4.566588808831512,34,992.0,0.259294016937306,34,992.0,-30.6
110.0,44,601.0,6.260416666666667,4.67212444780908,44,1126.0,0.24167206679958517,44,1126.0,-39.6
115.0,54,851.0,9.053191489361701,3.85983551963717,54,1358.0,0.1742702686920606,54,1358.0,-48.6
120.0,60,1033.0,10.649484536082474,3.346372023700971,60,1532.0,0.1259000022530296,60,1532.0,-54.0
125.0,56,1162.0,12.104166666666666,3.316106885169154,56,1557.0,0.11268964045188472,56,1557.0,-50.4
130.0,49,1258.0,13.242105263157894,3.5463510045994853,49,1794.0,0.12972014683529012,49,1794.0,-44.1
135.0,52,1453.0,15.457446808510639,3.255890507586665,52,2018.0,0.11473158160629938,52,2018.0,-46.800000000000004
140.0,52,1409.0,15.150537634408602,2.8946000861410424,52,2171.0,0.11304090854512491,52,2171.0,-46.800000000000004
145.0,49,1302.0,14.152173913043478,3.0693664249636283,49,2232.0,0.11595475542888223,49,2232.0,-44.1
150.0,61,1587.0,17.633333333333333,2.389427742065862,61,2518.0,0.0713884635534918,61,2518.0,-54.9
155.0,73,1931.0,22.453488372093023,1.3855438003708918,73,2866.0,0.02513461566807733,73,2866.0,-65.7
160.0,72,1842.0,21.928571428571427,1.0489399994630624,72,3076.0,0.00850675761845363,72,3076.0,-64.8
165.0,63,1514.0,19.164556962025316,1.2064585578652383,63,3093.0,0.028291412570529674,63,3093.0,-56.7
170.0,52,1290.0,16.329113924050635,1.7346932055952307,52,3250.0,0.04967065896331664,52,3250.0,-46.800000000000004
175.0,45,1206.0,15.265822784810126,2.444781295366686,45,3259.0,0.06358174687547319,45,3259.0,-40.5
180.0,48,1362.0,17.46153846153846,2.6503526685578684,48,3305.0,0.03912000469703435,48,3305.0,-43.2
185.0,56,1625.0,22.26027397260274,1.697998236950918,56,3568.0,0.007990619541502328,56,3568.0,-50.4
190.0,62,1922.0,26.694444444444443,1.451988443060431,62,3865.0,0.00052971846311915,62,3865.0,-55.800000000000004
195.0,63,2237.0,32.42028985507246,1.0225812950950868,63,4180.0,1.9256148252285746e-05,63,4180.0,-56.7
200.0,63,2552.0,39.261538461538464,0.3280378521332786,63,4495.0,8.623416604186621e-07,63,4495.0,-56.7
205.0,57,2419.0,38.3968253968254,0.3067035369626731,57,4552.0,0.010604164984835612,57,4552.0,-51.300000000000004
210.0,47,1983.0,31.476190476190474,1.4712980056413738,47,4372.0,0.042785342917897956,47,4372.0,-42.300000000000004
215.0,40,1588.0,25.206349206349206,1.9937530447778526,40,4486.0,0.04967617694820893,40,4486.0,-36.0
220.0,37,1322.0,20.984126984126984,2.0577922503458375,37,4674.0,0.06079622760110421,37,4674.0,-33.300000000000004
225.0,36,1404.0,22.285714285714285,2.005947915971559,36,4657.0,0.042225806637164104,36,4657.0,-32.4
230.0,33,1539.0,26.53448275862069,2.183677182271549,33,4444.0,0.04954262195222004,33,4444.0,-29.7
235.0,32,1687.0,30.125,3.334326616298682,32,4169.0,0.10179606406641943,32,4169.0,-28.8
240.0,27,1417.0,25.303571428571427,3.8586136751981313,27,4029.0,0.09272500061338092,27,4029.0,-24.3
245.0,23,879.0,15.696428571428571,4.730529180603682,23,3600.0,0.09270631011438299,23,3600.0,-20.7
250.0,17,407.0,8.479166666666666,4.5478665453160865,17,3201.0,0.12604642805581004,17,3201.0,-15.3
255.0,12,83.0,1.8444444444444446,4.674853512083912,12,3009.0,0.159176000543394,12,3009.0,-10.8
260.0,12,59.0,1.372093023255814,4.96678022227605,12,2715.0,0.14544642782138462,12,2715.0,-10.8
265.0,16,110.0,2.75,4.868252639858698,16,2440.0,0.06725269127650514,16,2440.0,-14.4
270.0,15,110.0,3.0555555555555554,4.427041077877197,15,2253.0,0.059020580136732156,15,2253.0,-13.5
275.0,8,50.0,1.4285714285714286,6.004295031662135,8,1795.0,0.12334707509886955,8,1795.0,-7.2
280.0,6,18.0,0.5625,6.256386389861859,6,1729.0,0.16261487154382234,6,1729.0,-5.4
285.0,9,43.0,1.5925925925925926,5.303841085590614,9,1581.0,0.07893057349842905,9,1581.0,-8.1
290.0,15,108.0,4.32,5.10004275093783,15,1563.0,0.0003777217687584223,15,1563.0,-13.5
295.0,15,183.0,9.15,3.4798425507339146,15,1638.0,1.1289219997067753e-06,15,1638.0,-13.5
300.0,15,258.0,13.578947368421053,2.930793905102623,15,1713.0,0.0,15,1713.0,-13.5
305.0,15,333.0,22.2,0.0,15,1788.0,0.0,15,1788.0,-13.5
310.0,15,408.0,27.2,0.0,15,1863.0,0.0,15,1863.0,-13.5
315.0,9,266.0,17.733333333333334,1.3043999138069602,9,1617.0,0.048757396632374966,9,1617.0,-8.1
320.0,1,31.0,2.066666666666667,6.585273216473477,1,1052.0,0.24723666835311167,1,1052.0,-0.9
325.0,1,36.0,2.4,10.241862038202125,1,528.0,0.5011894380290668,1,528.0,-0.9
330.0,2,42.0,2.8,9.82290969323339,2,287.0,0.007279028443580883,2,287.0,-1.8
335.0,3,57.0,4.071428571428571,9.734137427903793,3,302.0,2.742327927290979e-06,3,302.0,-2.7
340.0,3,72.0,8.0,7.670464379956838,3,317.0,0.0,3,317.0,-2.7
345.0,3,87.0,14.5,5.71889028502607,3,332.0,0.0,3,332.0,-2.7
350.0,3,102.0,34.0,0.0,3,347.0,0.0,3,347.0,-2.7
355.0,3,117.0,39.0,0.0,3,362.0,0.0,3,362.0,-2.7
360.0,3,132.0,44.0,0.0,3,377.0,0.0,3,377.0,-2.7
365.0,3,147.0,49.0,0.0,3,392.0,0.0,3,392.0,-2.7
370.0,2,81.0,27.0,1.6190457036919197,2,246.0,0.0,2,246.0,-1.8
375.0,2,91.0,30.333333333333332,3.338965236844018,2,256.0,0.0,2,256.0,-1.8
380.0,2,101.0,33.666666666666664,3.4029578739139144,2,266.0,0.0,2,266.0,-1.8
385.0,2,111.0,37.0,3.643341369288807,2,276.0,0.0,2,276.0,-1.8
390.0,0,0.0,0.0,7.195374087379203,0,0.0,1.0,0,0.0,0.0
395.0,0,0.0,0.0,11.927919720089239,0,0.0,1.0,0,0.0,0.0
400.0,0,0.0,0.0,12.73306664223707,0,0.0,1.0,0,0.0,0.0
405.0,0,0.0,0.0,12.440088519208775,0,0.0,1.0,0,0.0,0.0
410.0,0,0.0,0.0,11.060841168922247,0,0.0,1.0,0,0.0,0.0
415.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
420.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
425.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
430.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
435.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
440.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
445.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
450.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
455.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
460.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
465.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
470.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
475.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
480.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
485.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
490.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
