step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.857859672140331,1,0.0,0.2897805320986617,1,0.0,-0.09999999999999998
10.0,0,0.0,0.0,7.171600837866803,0,0.0,0.5113373228444434,0,0.0,0.0
15.0,2,0.0,0.0,8.564763496651437,2,0.0,0.6154565241363104,2,0.0,-0.19999999999999996
20.0,2,0.0,0.0,10.19198754791477,2,0.0,0.734600662338517,2,0.0,-0.19999999999999996
25.0,1,0.0,0.0,10.388793953676934,1,0.0,0.7407378870912474,1,0.0,-0.09999999999999998
30.0,4,5.0,0.14285714285714285,8.95587230005009,4,5.0,0.6576681402315677,4,5.0,-0.3999999999999999
35.0,7,23.0,0.5609756097560976,8.094887118339248,7,23.0,0.5645734437613337,7,23.0,-0.6999999999999998
40.0,9,38.0,0.8260869565217391,7.6836625514850745,9,45.0,0.5082230382821158,9,45.0,-0.8999999999999998
45.0,13,89.0,1.7115384615384615,7.557525924423833,13,89.0,0.45287602458601056,13,89.0,-1.2999999999999998
50.0,20,166.0,2.9642857142857144,7.107891481981988,20,166.0,0.43404696226033673,20,166.0,-1.9999999999999996
55.0,18,255.0,4.322033898305085,6.500696816347157,18,255.0,0.3882837503553414,18,255.0,-1.7999999999999996
60.0,23,254.0,3.9076923076923076,6.045111186065993,23,317.0,0.37579542978792135,23,317.0,-2.2999999999999994
65.0,24,317.0,4.731343283582089,6.083647380437779,24,357.0,0.3877987176487323,24,357.0,-2.3999999999999995
70.0,24,275.0,3.8732394366197185,5.332603766905738,24,409.0,0.33158199546350525,24,409.0,-2.3999999999999995
75.0,29,342.0,4.384615384615385,5.553307349709817,29,450.0,0.31451702795406644,29,450.0,-2.8999999999999995
80.0,37,495.0,5.963855421686747,5.8613152428705835,37,562.0,0.32232573158904865,37,562.0,-3.6999999999999993
85.0,34,585.0,6.882352941176471,5.298955983534148,34,687.0,0.2761275996109673,34,687.0,-3.3999999999999995
90.0,41,716.0,7.955555555555556,5.01469186632326,41,791.0,0.24332487515364848,41,791.0,-4.099999999999999
95.0,44,740.0,8.043478260869565,4.773116587144822,44,913.0,0.25648067163665916,44,913.0,-4.399999999999999
100.0,40,812.0,8.731182795698924,4.807806422992,40,1003.0,0.2549099028154158,40,1003.0,-3.999999999999999
105.0,42,684.0,7.051546391752577,4.985266433067681,42,1046.0,0.2519022670534909,42,1046.0,-4.199999999999999
110.0,43,518.0,5.395833333333333,4.442535072908992,43,1045.0,0.21708066136950632,43,1045.0,-4.299999999999999
115.0,48,610.0,6.354166666666667,3.9971772204275866,48,1058.0,0.17434568911654622,48,1058.0,-4.799999999999999
120.0,51,818.0,8.43298969072165,4.259929253499177,51,1167.0,0.1815877454742895,51,1167.0,-5.099999999999999
125.0,54,1076.0,11.326315789473684,3.967406522956561,54,1327.0,0.1771397315142449,54,1327.0,-5.399999999999999
130.0,51,1211.0,13.16304347826087,3.3611836912920614,51,1510.0,0.1488601736758108,51,1510.0,-5.099999999999999
135.0,49,1284.0,13.375,3.712578591645991,49,1634.0,0.13904200444055595,49,1634.0,-4.899999999999999
140.0,51,1175.0,12.634408602150538,3.233016333251112,51,1756.0,0.1358510584401748,51,1756.0,-5.099999999999999
145.0,47,1015.0,10.913978494623656,3.740738513371221,47,1780.0,0.14914754785744186,47,1780.0,-4.699999999999999
150.0,50,1074.0,12.067415730337078,3.2536969229668347,50,1911.0,0.11869090234876913,50,1911.0,-4.999999999999999
155.0,54,1194.0,14.047058823529412,2.956837612278663,54,2036.0,0.08172847505908162,54,2036.0,-5.399999999999999
160.0,49,1332.0,16.24390243902439,2.7459702445111684,49,2155.0,0.05999258572241112,49,2155.0,-4.899999999999999
165.0,48,1532.0,19.641025641025642,2.856007223890053,48,2198.0,0.060510012366180185,48,2198.0,-4.799999999999999
170.0,51,1608.0,21.157894736842106,2.4088268377882622,51,2343.0,0.011473027391034165,51,2343.0,-5.099999999999999
175.0,48,1589.0,22.380281690140844,2.6820266791450273,48,2398.0,0.040291813082922644,48,2398.0,-4.799999999999999
180.0,39,1543.0,22.36231884057971,3.155748983176286,39,2490.0,0.06265837305678815,39,2490.0,-3.899999999999999
185.0,33,1544.0,24.125,3.2253714047733126,33,2503.0,0.0717286895478765,33,2503.0,-3.2999999999999994
190.0,37,1689.0,27.688524590163933,3.579149329556892,37,2558.0,0.07787674867020655,37,2558.0,-3.6999999999999993
195.0,36,1738.0,29.96551724137931,3.1343575046603407,36,2580.0,0.031145197747179977,36,2580.0,-3.599999999999999
200.0,40,1929.0,33.8421052631579,3.620993398610891,40,2567.0,9.469933042953377e-05,40,2567.0,-3.999999999999999
205.0,34,1979.0,37.339622641509436,3.4709961069026796,34,2623.0,0.01266637956493298,34,2623.0,-3.3999999999999995
210.0,25,1939.0,41.255319148936174,3.9353736890213087,25,2525.0,0.06387375801491049,25,2525.0,-2.4999999999999996
215.0,21,1923.0,43.70454545454545,3.811031854710917,21,2551.0,0.05707858700435917,21,2551.0,-2.0999999999999996
220.0,26,2023.0,48.166666666666664,4.352769165544382,26,2533.0,0.017718437820236556,26,2533.0,-2.5999999999999996
225.0,27,2158.0,56.78947368421053,3.8146511631984152,27,2638.0,5.412154561480499e-06,27,2638.0,-2.6999999999999993
230.0,27,2293.0,67.44117647058823,2.7307175313220076,27,2773.0,0.0,27,2773.0,-2.6999999999999993
235.0,21,2307.0,69.9090909090909,3.0321548790003305,21,2758.0,0.027128614628336968,21,2758.0,-2.0999999999999996
240.0,17,2327.0,83.10714285714286,3.4996156112463277,17,2586.0,0.07577249896357958,17,2586.0,-1.6999999999999997
245.0,13,1520.0,56.2962962962963,4.1902542747604725,13,2313.0,0.030491349049094937,13,2313.0,-1.2999999999999998
250.0,5,290.0,10.74074074074074,7.228922314323732,5,1752.0,0.18782416539231245,5,1752.0,-0.4999999999999999
255.0,3,32.0,1.28,9.167302319290254,3,1045.0,0.28337206605123605,3,1045.0,-0.29999999999999993
260.0,3,47.0,2.1363636363636362,9.605702616864837,3,507.0,0.1157683922732374,3,507.0,-0.29999999999999993
265.0,4,65.0,3.823529411764706,8.702552554775604,4,525.0,0.0018537240163807086,4,525.0,-0.3999999999999999
270.0,5,90.0,6.0,8.161557937717097,5,550.0,0.0,5,550.0,-0.4999999999999999
275.0,5,115.0,10.454545454545455,6.741816953488865,5,575.0,0.0,5,575.0,-0.4999999999999999
280.0,2,33.0,4.714285714285714,5.195530806212349,2,495.0,0.09688222179867306,2,495.0,-0.19999999999999996
285.0,2,43.0,8.6,5.252424802591608,2,317.0,0.0,2,317.0,-0.19999999999999996
290.0,2,53.0,10.6,6.934709509739571,2,327.0,0.0,2,327.0,-0.19999999999999996
295.0,2,63.0,12.6,6.969733067896108,2,337.0,0.0,2,337.0,-0.19999999999999996
300.0,0,0.0,0.0,8.751462667896146,0,168.0,0.2528227917225373,0,168.0,0.0
305.0,0,0.0,0.0,11.72786923694349,0,0.0,1.0,0,0.0,0.0
310.0,0,0.0,0.0,14.480693227964796,0,0.0,1.0,0,0.0,0.0
315.0,0,0.0,0.0,14.536972698969178,0,0.0,1.0,0,0.0,0.0
320.0,0,0.0,0.0,13.64978659279672,0,0.0,1.0,0,0.0,0.0
325.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
330.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
335.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
340.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
345.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
350.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
355.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
360.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
365.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
370.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
375.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
380.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
385.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
390.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
395.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
400.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
405.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
410.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
415.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
420.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
425.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
430.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
435.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
440.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
445.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
450.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
455.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
460.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
465.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
470.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
475.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
480.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
485.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
490.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
495.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
500.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
505.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
510.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
515.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
520.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
525.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
530.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
535.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
540.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
545.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
550.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
555.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
560.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
565.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
570.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
575.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
580.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
585.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
590.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
595.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
605.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
610.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
615.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
620.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
625.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
630.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
635.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
640.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
645.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
650.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
655.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
660.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
665.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
670.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
675.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
680.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
685.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
690.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
695.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
700.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
705.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
710.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
715.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
720.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
725.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
730.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
735.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
740.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
745.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
750.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
755.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
760.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
765.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
770.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
775.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
780.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
785.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
790.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
795.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
800.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
805.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
810.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
815.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
