step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,4.456372652870292,1,0.0,0.3470900609614896,1,0.0,-0.6
10.0,0,0.0,0.0,7.488878707438925,0,0.0,0.5796530171950871,0,0.0,0.0
15.0,2,0.0,0.0,8.498055670342321,2,0.0,0.6391181391678148,2,0.0,-1.2
20.0,2,0.0,0.0,10.03870564023733,2,0.0,0.736703571202056,2,0.0,-1.2
25.0,1,0.0,0.0,10.763454894392849,1,0.0,0.7804584807558116,1,0.0,-0.6
30.0,5,7.0,0.2,8.299892964926238,5,7.0,0.6012066414287806,5,7.0,-3.0
35.0,12,43.0,1.048780487804878,7.231628336116733,12,43.0,0.5141625813335654,12,43.0,-7.199999999999999
40.0,11,60.0,1.3043478260869565,6.634019943114476,11,74.0,0.45492889677996134,11,74.0,-6.6
45.0,16,125.0,2.450980392156863,6.918948986869899,16,125.0,0.45837151002501736,16,125.0,-9.6
50.0,17,129.0,2.2241379310344827,6.61354570505464,17,171.0,0.4095337171972394,17,171.0,-10.2
55.0,17,204.0,3.2903225806451615,7.28357577309306,17,210.0,0.4415314278590314,17,210.0,-10.2
60.0,18,224.0,3.2941176470588234,6.694209705710449,18,264.0,0.38949409399763807,18,264.0,-10.799999999999999
65.0,23,308.0,4.338028169014085,6.858249557564164,23,324.0,0.40119622035296043,23,324.0,-13.799999999999999
70.0,24,331.0,4.472972972972973,6.5039096189144825,24,393.0,0.3701944258336899,24,393.0,-14.399999999999999
75.0,30,444.0,6.0,5.85663414241088,30,474.0,0.3527633675459069,30,474.0,-18.0
80.0,33,538.0,6.810126582278481,5.175290851161766,33,594.0,0.29490874439333914,33,594.0,-19.8
85.0,35,686.0,8.575,5.3651558818958325,35,713.0,0.2994891521991878,35,713.0,-21.0
90.0,40,822.0,9.55813953488372,4.97900789470183,40,873.0,0.27835125227852375,40,873.0,-24.0
95.0,46,1000.0,10.989010989010989,4.882420410122562,46,1034.0,0.26483592467702544,46,1034.0,-27.599999999999998
100.0,45,848.0,9.118279569892474,4.8259962960625655,45,1115.0,0.2567064661612174,45,1115.0,-27.0
105.0,44,701.0,7.378947368421053,4.742098544355171,44,1044.0,0.2410535363051228,44,1044.0,-26.4
110.0,42,614.0,6.395833333333333,4.321065478038677,42,1206.0,0.21449482824112595,42,1206.0,-25.2
