step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.4892747526988384,1,0.0,0.22874560964662963,1,0.0,-0.6
10.0,0,0.0,0.0,7.056630108889696,0,0.0,0.505719049024734,0,0.0,0.0
15.0,2,0.0,0.0,8.46949859319526,2,0.0,0.629175895161818,2,0.0,-1.2
20.0,2,0.0,0.0,9.833857404164002,2,0.0,0.743484911294261,2,0.0,-1.2
25.0,2,2.0,0.07142857142857142,10.315448580040258,2,2.0,0.7655738412601443,2,2.0,-1.2
30.0,5,10.0,0.2857142857142857,9.245067295616009,5,10.0,0.6911392893297168,5,10.0,-3.0
35.0,9,35.0,0.8536585365853658,7.776101088965694,9,35.0,0.5555133129126345,9,35.0,-5.3999999999999995
40.0,9,40.0,0.8695652173913043,6.87884879306999,9,52.0,0.47179252629179924,9,52.0,-5.3999999999999995
45.0,14,97.0,1.9019607843137254,7.274024258127304,14,97.0,0.4766576147947432,14,97.0,-8.4
50.0,20,173.0,3.0350877192982457,6.951617014430826,20,173.0,0.41444565087475504,20,173.0,-12.0
55.0,24,275.0,4.508196721311475,6.474391045136837,24,275.0,0.38578988787469226,24,275.0,-14.399999999999999
60.0,27,399.0,6.045454545454546,6.311001728537048,27,399.0,0.37421524950487567,27,399.0,-16.2
65.0,33,538.0,7.685714285714286,5.3865171351368355,33,538.0,0.32351017945894006,33,538.0,-19.8
70.0,30,506.0,7.126760563380282,5.206721398599848,30,619.0,0.33839402666786117,30,619.0,-18.0
75.0,30,553.0,7.089743589743589,5.245709018559783,30,646.0,0.30482943995713857,30,646.0,-18.0
80.0,32,468.0,5.7073170731707314,5.007853918456236,32,713.0,0.299242037484081,32,713.0,-19.2
85.0,33,460.0,5.348837209302325,5.160364932389047,33,726.0,0.2909352793394618,33,726.0,-19.8
90.0,39,629.0,6.836956521739131,4.811076345923783,39,792.0,0.260925759387794,39,792.0,-23.4
95.0,45,747.0,7.863157894736842,4.5343586146741135,45,961.0,0.2512462511788377,45,961.0,-27.0
100.0,47,947.0,9.565656565656566,4.695056227667826,47,1131.0,0.24373854857425448,47,1131.0,-28.2
105.0,51,1057.0,10.362745098039216,4.304702114871898,51,1290.0,0.21939639904147964,51,1290.0,-30.599999999999998
110.0,54,1126.0,11.26,3.9626986951558583,54,1411.0,0.1902533196355188,54,1411.0,-32.4
115.0,50,1228.0,12.28,3.9239375671639696,50,1575.0,0.17739612737738766,50,1575.0,-30.0
120.0,51,1340.0,13.535353535353535,3.5160761975106896,51,1719.0,0.145071314357858,51,1719.0,-30.599999999999998
125.0,57,1552.0,15.52,2.950310425530011,57,1925.0,0.11364850231064569,57,1925.0,-34.199999999999996
130.0,61,1797.0,18.336734693877553,2.9426232370020426,61,2111.0,0.1187503094076521,61,2111.0,-36.6
135.0,63,2046.0,20.877551020408163,2.660554994263288,63,2360.0,0.10296673376845447,63,2360.0,-37.8
140.0,65,2307.0,23.303030303030305,2.729385735972281,65,2582.0,0.10070411732618299,65,2582.0,-39.0
145.0,70,2646.0,27.0,2.9513855417828854,70,2847.0,0.09201600284542841,70,2847.0,-42.0
150.0,69,2413.0,25.135416666666668,2.660206639694657,69,2966.0,0.056055818057277065,69,2966.0,-41.4
155.0,62,1907.0,20.956043956043956,2.604822331569772,62,2836.0,0.05396643313637531,62,2836.0,-37.199999999999996
160.0,51,1331.0,14.955056179775282,2.674554967885374,51,3007.0,0.05635060245761927,51,3007.0,-30.599999999999998
165.0,43,856.0,10.19047619047619,2.910664799874825,43,3026.0,0.08318335038914938,43,3026.0,-25.8
170.0,29,349.0,4.2560975609756095,3.198746965038575,29,3084.0,0.09250439359847117,29,3084.0,-17.4
175.0,33,277.0,3.551282051282051,3.405732178922775,33,3029.0,0.09610343623407759,33,3029.0,-19.8
180.0,45,474.0,6.32,2.852771072215169,45,3028.0,0.012356303737080838,45,3028.0,-27.0
185.0,57,733.0,10.623188405797102,2.06844434328755,57,3287.0,0.0011878975370244378,57,3287.0,-34.199999999999996
190.0,52,844.0,12.597014925373134,1.9596914730772443,52,3326.0,0.008598598983987377,52,3326.0,-31.2
